ID,Translation,Host_Lemma,Host_Trans,Form,Context
1766,перен. в августе бывает жарко (букв. в августе солнце жаркое),август,август,августалъи,августалъи мигьи букIе букьа 
1767,а) слыхом не слыхал б) даже краем уха не слышал в)не среагировал,гьантIукIа,ухо,гьантIукIалъи,гьантIукIалъи элtдала ангьичIа 
1768,завернуть ребенка в одеяло,адийал,одеяло,адийалилъи,макIи адийалилъи веращи
1769,перед двором прошло стадо телят,азбар,двор,азбарачIу,азбарачIу ссеаку гьедибалъилъи иша мана
1770,как аждаха у родника,инцци,родник,инццилъи,инццилъи кIартIе аздагьаццуб
1771,у неё на щеке родинка,кIилу,щека,кIилулъи,голъилъи кIилулъи анжи ида 
1772,на лице шрамы,ххунххул,лицо,ххунххулалъи,ххунххулалъи анже ида
1773,нашли в снегу,анзи>анзилалъи,снег,анзилалъи ,анзилалъи миса
1774,в городке много офицеров,гарадок?,городок,гарадокилъи,гарадокилъи кьонихи апицерзабалъи ида
1775,в апреле состоится свадьба,апрел,апрель,апрелалъи,апрелалъи букIи ида бертин
1776,уменьшить соль в пище,маква,пища,маквалъи,маквалъи цIцIай асарай
1777,я люблю работать в саду,ахи,сад,ахикьи,дY ахикьи игьалъи иде
1778,он получил пятерку по чтению,иштуда,пять,иштолълъи,гощуй баъари иштолълъи бацIа 
1779,мышь продырявила мешок,къегьен,мешок,къегьеналъи,гьинкIкIвади къегьеналъи баган буху ида
1780,не ложись на краю (постели) ,бай,край,байлъи,байлъи вераххабасси
1781,на краю дороги,бай,край,байлъи,микъилъи байлъи
1782,"а) лежать на краю б) лежать с краю; ",бай,край,байлъи,байлъи вераххи 
1783,на берегу реки,бай,край,байлъи,инссалъи байлъи
1784,на берегу моря,бай,край,байлъи,регьалъи байлъи 
1785,я погрузился в воду (букв. я спрятался в воде),лълъе́ни,вода,лълъенилъи ,ден лълъенилъи вакъащу
1786,герои – среди нас,илIи,мы (инкл),илълъичIу,багьадурзабалъи илълъичIу ракьу ида
1787,на среднем пальце кольцо не носят,гьецIил,палец,гьецIилалъи,бакьуссуб гьецIилалъи гьечIубащу букIēвчIи
1788,"ушла домой; собрав все вещи",иши,нареч. в значении в доме,ишхъа,бакIа-бахаро къайлалъи ишхъа йана 
1789,загнать кур в курятник,бе́кьи,"хлев; сарай",бекьа,энэчабалъи бекьа ракIарай
1790,лечь в больницу,балница,"больница; клиника",балницалъи,балницалъи вераххи
1791,больного уложили в больницу ,балница,"больница; клиника",балницалъи,кIвахIаллъов балницалъи вераххо
1792,ставить на спину банки,ми́гъул,спина,мигъулалъи,мигъулалъи банкибалъи кIкIванди
1793,перен. осенью заканчиваются полевые рабо-ты (букв. осенью собираются внутрь),баран,осень,баранлъи,баранлъи гьина рише
1795,упереть балки об стену,къинда,стена,къиндачIу,ахимдалъи къиндачIу гьеа барлIай 
1796,таскать на спине мешки,ми́гъул,спина,мигъулади,мигъулади къегьемалъи барлIи
1797,она часто обижается,пара,"миг; момент",пара-паралъи,гьуй пара-паралъи барще
1798,быть в ссоре с соседом,мадухал,сосед,мадухалилълъи,мадухалилълъи барщи
1799,дать пощечину,кIилу,щека,кIилулъи,кIилулъи хъати бахай
1800,в дерево ударилась молния,ру́ша,дерево,рушалъи,рушалъи пири баха
1801,в медресе изучают арабский язык ,мадараса,медресе (средняя религиозная мусульманская школа),мадрасалъи,мадрасалъи гIараб мицIцIи бегъаймале 
